Time;ID;Type;Value
00:07.774;ID:3;RSSI long;-99
00:07.866;ID:3;RSSI;-95
00:07.867;ID:3;RSSI short;-96
00:07.868;ID:3;RSSI long;-98
00:07.959;ID:3;RSSI;-97
00:07.960;ID:3;RSSI short;-96
00:07.962;ID:3;RSSI long;-98
00:08.053;ID:3;RSSI;-95
00:08.054;ID:3;RSSI short;-96
00:08.055;ID:3;RSSI long;-98
00:08.147;ID:3;RSSI;-95
00:08.148;ID:3;RSSI short;-96
00:08.149;ID:3;RSSI long;-98
00:08.241;ID:3;RSSI;-96
00:08.242;ID:3;RSSI short;-96
00:08.243;ID:3;RSSI long;-98
00:08.334;ID:3;RSSI;-95
00:08.335;ID:3;RSSI short;-95
00:08.337;ID:3;RSSI long;-98
00:08.428;ID:3;RSSI;-95
00:08.429;ID:3;RSSI short;-95
00:08.430;ID:3;RSSI long;-98
00:08.522;ID:3;RSSI;-95
00:08.523;ID:3;RSSI short;-95
00:08.524;ID:3;RSSI long;-98
00:08.616;ID:3;RSSI;-100
00:08.617;ID:3;RSSI short;-95
00:08.618;ID:3;RSSI long;-98
00:08.709;ID:3;RSSI;-95
00:08.710;ID:3;RSSI short;-95
00:08.712;ID:3;RSSI long;-98
00:08.803;ID:3;RSSI;-95
00:08.804;ID:3;RSSI short;-95
00:08.805;ID:3;RSSI long;-98
00:08.897;ID:3;RSSI;-95
00:08.898;ID:3;RSSI short;-95
00:08.899;ID:3;RSSI long;-98
00:08.991;ID:3;RSSI;-100
00:08.992;ID:3;RSSI short;-96
00:08.993;ID:3;RSSI long;-98
00:09.084;ID:3;RSSI;-95
00:09.085;ID:3;RSSI short;-96
00:09.087;ID:3;RSSI long;-98
00:09.178;ID:3;RSSI;-95
00:09.179;ID:3;RSSI short;-96
00:09.180;ID:3;RSSI long;-99
00:09.209;ID:3;Send;3
00:09.210;ID:3;Recieved;6
00:09.272;ID:3;RSSI;-95
00:09.273;ID:3;RSSI short;-95
00:09.274;ID:3;RSSI long;-97
00:09.369;ID:3;RSSI;-95
00:09.371;ID:3;RSSI short;-95
00:09.372;ID:3;RSSI long;-97
00:09.463;ID:3;RSSI;-95
00:09.464;ID:3;RSSI short;-95
00:09.465;ID:3;RSSI long;-97
00:09.553;ID:3;RSSI;-95
00:09.554;ID:3;RSSI short;-95
00:09.555;ID:3;RSSI long;-97
00:09.647;ID:3;RSSI;-95
00:09.648;ID:3;RSSI short;-95
00:09.649;ID:3;RSSI long;-97
00:09.741;ID:3;RSSI;-100
00:09.742;ID:3;RSSI short;-95
00:09.743;ID:3;RSSI long;-97
00:09.834;ID:3;RSSI;-95
00:09.835;ID:3;RSSI short;-95
00:09.837;ID:3;RSSI long;-97
00:09.928;ID:3;RSSI;-95
00:09.929;ID:3;RSSI short;-95
00:09.930;ID:3;RSSI long;-97
00:10.022;ID:3;RSSI;-95
00:10.023;ID:3;RSSI short;-95
00:10.024;ID:3;RSSI long;-97
00:10.116;ID:3;RSSI;-95
00:10.117;ID:3;RSSI short;-95
00:10.118;ID:3;RSSI long;-97
00:10.209;ID:3;RSSI;-95
00:10.210;ID:3;RSSI short;-95
00:10.212;ID:3;RSSI long;-97
00:10.303;ID:3;RSSI;-95
00:10.304;ID:3;RSSI short;-95
00:10.305;ID:3;RSSI long;-97
00:10.397;ID:3;RSSI;-97
00:10.398;ID:3;RSSI short;-95
00:10.399;ID:3;RSSI long;-97
00:10.491;ID:3;RSSI;-95
00:10.492;ID:3;RSSI short;-95
00:10.493;ID:3;RSSI long;-96
00:10.584;ID:3;RSSI;-95
00:10.585;ID:3;RSSI short;-95
00:10.587;ID:3;RSSI long;-96
00:10.678;ID:3;RSSI;-95
00:10.679;ID:3;RSSI short;-95
00:10.680;ID:3;RSSI long;-96
00:10.772;ID:3;RSSI;-100
00:10.773;ID:3;RSSI short;-95
00:10.774;ID:3;RSSI long;-96
00:10.866;ID:3;RSSI;-95
00:10.867;ID:3;RSSI short;-95
00:10.868;ID:3;RSSI long;-96
00:10.959;ID:3;RSSI;-95
00:10.960;ID:3;RSSI short;-95
00:10.962;ID:3;RSSI long;-96
00:11.053;ID:3;RSSI;-95
00:11.054;ID:3;RSSI short;-95
00:11.055;ID:3;RSSI long;-96
00:11.147;ID:3;RSSI;-100
00:11.148;ID:3;RSSI short;-95
00:11.149;ID:3;RSSI long;-98
00:11.209;ID:3;Send;4
00:11.210;ID:3;Recieved;7
00:11.244;ID:3;RSSI;-95
00:11.246;ID:3;RSSI short;-95
00:11.247;ID:3;RSSI long;-96
00:11.334;ID:3;RSSI;-95
00:11.336;ID:3;RSSI short;-95
00:11.337;ID:3;RSSI long;-96
00:11.428;ID:3;RSSI;-95
00:11.429;ID:3;RSSI short;-95
00:11.430;ID:3;RSSI long;-96
00:11.522;ID:3;RSSI;-100
00:11.523;ID:3;RSSI short;-96
00:11.524;ID:3;RSSI long;-96
00:11.616;ID:3;RSSI;-95
00:11.617;ID:3;RSSI short;-96
00:11.618;ID:3;RSSI long;-96
00:11.709;ID:3;RSSI;-95
00:11.710;ID:3;RSSI short;-95
00:11.712;ID:3;RSSI long;-96
00:11.803;ID:3;RSSI;-95
00:11.804;ID:3;RSSI short;-95
00:11.805;ID:3;RSSI long;-96
00:11.897;ID:3;RSSI;-100
00:11.898;ID:3;RSSI short;-96
00:11.899;ID:3;RSSI long;-96
00:11.991;ID:3;RSSI;-95
00:11.992;ID:3;RSSI short;-96
00:11.993;ID:3;RSSI long;-95
00:12.084;ID:3;RSSI;-95
00:12.085;ID:3;RSSI short;-96
00:12.087;ID:3;RSSI long;-95
00:12.178;ID:3;RSSI;-95
00:12.179;ID:3;RSSI short;-96
00:12.180;ID:3;RSSI long;-95
00:12.272;ID:3;RSSI;-95
00:12.273;ID:3;RSSI short;-96
00:12.274;ID:3;RSSI long;-95
00:12.366;ID:3;RSSI;-95
00:12.367;ID:3;RSSI short;-96
00:12.368;ID:3;RSSI long;-95
00:12.459;ID:3;RSSI;-95
00:12.460;ID:3;RSSI short;-96
00:12.462;ID:3;RSSI long;-95
00:12.553;ID:3;RSSI;-97
00:12.554;ID:3;RSSI short;-95
00:12.555;ID:3;RSSI long;-95
00:12.647;ID:3;RSSI;-95
00:12.648;ID:3;RSSI short;-95
00:12.649;ID:3;RSSI long;-95
00:12.741;ID:3;RSSI;-95
00:12.742;ID:3;RSSI short;-95
00:12.743;ID:3;RSSI long;-95
00:12.834;ID:3;RSSI;-95
00:12.835;ID:3;RSSI short;-95
00:12.837;ID:3;RSSI long;-95
00:12.928;ID:3;RSSI;-100
00:12.929;ID:3;RSSI short;-95
00:12.930;ID:3;RSSI long;-95
00:13.022;ID:3;RSSI;-95
00:13.023;ID:3;RSSI short;-95
00:13.024;ID:3;RSSI long;-95
00:13.116;ID:3;RSSI;-95
00:13.117;ID:3;RSSI short;-95
00:13.118;ID:3;RSSI long;-97
00:13.209;ID:3;RSSI;-95
00:13.210;ID:3;RSSI short;-95
00:13.212;ID:3;RSSI long;-95
00:13.213;ID:3;Send;5
00:13.214;ID:3;Recieved;7
00:13.303;ID:3;RSSI;-100
00:13.305;ID:3;RSSI short;-96
00:13.306;ID:3;RSSI long;-95
00:13.404;ID:3;RSSI;-100
00:13.405;ID:3;RSSI short;-96
00:13.406;ID:3;RSSI long;-95
00:13.491;ID:3;RSSI;-95
00:13.492;ID:3;RSSI short;-96
00:13.493;ID:3;RSSI long;-95
00:13.584;ID:3;RSSI;-95
00:13.585;ID:3;RSSI short;-96
00:13.587;ID:3;RSSI long;-95
00:13.678;ID:3;RSSI;-100
00:13.679;ID:3;RSSI short;-96
00:13.680;ID:3;RSSI long;-95
00:13.772;ID:3;RSSI;-95
00:13.773;ID:3;RSSI short;-96
00:13.774;ID:3;RSSI long;-95
00:13.866;ID:3;RSSI;-95
00:13.867;ID:3;RSSI short;-96
00:13.868;ID:3;RSSI long;-95
00:13.959;ID:3;RSSI;-95
00:13.960;ID:3;RSSI short;-96
00:13.962;ID:3;RSSI long;-95
00:14.053;ID:3;RSSI;-100
00:14.054;ID:3;RSSI short;-96
00:14.055;ID:3;RSSI long;-96
00:14.147;ID:3;RSSI;-95
00:14.148;ID:3;RSSI short;-96
00:14.149;ID:3;RSSI long;-96
00:14.241;ID:3;RSSI;-95
00:14.242;ID:3;RSSI short;-96
00:14.243;ID:3;RSSI long;-96
00:14.334;ID:3;RSSI;-95
00:14.335;ID:3;RSSI short;-96
00:14.337;ID:3;RSSI long;-95
00:14.428;ID:3;RSSI;-95
00:14.429;ID:3;RSSI short;-96
00:14.430;ID:3;RSSI long;-95
00:14.522;ID:3;RSSI;-95
00:14.523;ID:3;RSSI short;-96
00:14.524;ID:3;RSSI long;-95
00:14.616;ID:3;RSSI;-95
00:14.617;ID:3;RSSI short;-96
00:14.618;ID:3;RSSI long;-95
00:14.709;ID:3;RSSI;-100
00:14.711;ID:3;RSSI short;-96
00:14.712;ID:3;RSSI long;-95
00:14.803;ID:3;RSSI;-95
00:14.804;ID:3;RSSI short;-96
00:14.805;ID:3;RSSI long;-95
00:14.897;ID:3;RSSI;-95
00:14.898;ID:3;RSSI short;-96
00:14.899;ID:3;RSSI long;-95
00:14.991;ID:3;RSSI;-95
00:14.992;ID:3;RSSI short;-96
00:14.993;ID:3;RSSI long;-95
00:15.084;ID:3;RSSI;-100
00:15.086;ID:3;RSSI short;-96
00:15.087;ID:3;RSSI long;-97
00:15.178;ID:3;RSSI;-95
00:15.179;ID:3;RSSI short;-96
00:15.180;ID:3;RSSI long;-96
00:15.209;ID:3;Send;6
00:15.210;ID:3;Recieved;7
00:15.216;ID:3;Jamming detected by message shortage: changed to channel 17 ;
00:15.272;ID:3;RSSI;-100
00:15.273;ID:3;RSSI short;-96
00:15.274;ID:3;RSSI long;-96
00:15.366;ID:3;RSSI;-100
00:15.367;ID:3;RSSI short;-96
00:15.368;ID:3;RSSI long;-96
00:15.459;ID:3;RSSI;-100
00:15.461;ID:3;RSSI short;-96
00:15.462;ID:3;RSSI long;-96
00:15.553;ID:3;RSSI;-100
00:15.554;ID:3;RSSI short;-97
00:15.555;ID:3;RSSI long;-96
00:15.647;ID:3;RSSI;-100
00:15.648;ID:3;RSSI short;-97
00:15.649;ID:3;RSSI long;-96
00:15.741;ID:3;RSSI;-100
00:15.742;ID:3;RSSI short;-97
00:15.743;ID:3;RSSI long;-96
00:15.834;ID:3;RSSI;-100
00:15.836;ID:3;RSSI short;-97
00:15.837;ID:3;RSSI long;-96
00:15.928;ID:3;RSSI;-100
00:15.929;ID:3;RSSI short;-97
00:15.930;ID:3;RSSI long;-96
00:16.022;ID:3;RSSI;-100
00:16.023;ID:3;RSSI short;-97
00:16.024;ID:3;RSSI long;-96
00:16.116;ID:3;RSSI;-100
00:16.117;ID:3;RSSI short;-98
00:16.118;ID:3;RSSI long;-96
00:16.209;ID:3;RSSI;-100
00:16.211;ID:3;RSSI short;-98
00:16.212;ID:3;RSSI long;-96
00:16.303;ID:3;RSSI;-100
00:16.304;ID:3;RSSI short;-98
00:16.305;ID:3;RSSI long;-96
00:16.397;ID:3;RSSI;-100
00:16.398;ID:3;RSSI short;-98
00:16.399;ID:3;RSSI long;-97
00:16.491;ID:3;RSSI;-100
00:16.492;ID:3;RSSI short;-99
00:16.493;ID:3;RSSI long;-97
00:16.584;ID:3;RSSI;-100
00:16.586;ID:3;RSSI short;-99
00:16.587;ID:3;RSSI long;-97
00:16.678;ID:3;RSSI;-100
00:16.679;ID:3;RSSI short;-99
00:16.680;ID:3;RSSI long;-97
00:16.772;ID:3;RSSI;-100
00:16.773;ID:3;RSSI short;-99
00:16.774;ID:3;RSSI long;-97
00:16.866;ID:3;RSSI;-100
00:16.867;ID:3;RSSI short;-99
00:16.868;ID:3;RSSI long;-97
00:16.959;ID:3;RSSI;-100
00:16.961;ID:3;RSSI short;-99
00:16.962;ID:3;RSSI long;-97
00:17.053;ID:3;RSSI;-100
00:17.054;ID:3;RSSI short;-99
00:17.055;ID:3;RSSI long;-99
00:17.147;ID:3;RSSI;-100
00:17.148;ID:3;RSSI short;-100
00:17.149;ID:3;RSSI long;-97
00:17.209;ID:3;Send;7
00:17.210;ID:3;Recieved;8
00:17.245;ID:3;RSSI;-100
00:17.246;ID:3;RSSI short;-100
00:17.247;ID:3;RSSI long;-97
00:17.335;ID:3;RSSI;-100
00:17.336;ID:3;RSSI short;-100
00:17.337;ID:3;RSSI long;-97
00:17.428;ID:3;RSSI;-100
00:17.430;ID:3;RSSI short;-100
00:17.431;ID:3;RSSI long;-97
00:17.522;ID:3;RSSI;-100
00:17.523;ID:3;RSSI short;-100
00:17.524;ID:3;RSSI long;-97
00:17.616;ID:3;RSSI;-100
00:17.617;ID:3;RSSI short;-100
00:17.618;ID:3;RSSI long;-97
00:17.709;ID:3;RSSI;-100
00:17.711;ID:3;RSSI short;-100
00:17.712;ID:3;RSSI long;-97
00:17.803;ID:3;RSSI;-100
00:17.805;ID:3;RSSI short;-100
00:17.806;ID:3;RSSI long;-97
00:17.897;ID:3;RSSI;-100
00:17.898;ID:3;RSSI short;-100
00:17.899;ID:3;RSSI long;-98
00:17.991;ID:3;RSSI;-100
00:17.992;ID:3;RSSI short;-100
00:17.993;ID:3;RSSI long;-98
00:18.084;ID:3;RSSI;-100
00:18.086;ID:3;RSSI short;-100
00:18.087;ID:3;RSSI long;-98
00:18.178;ID:3;RSSI;-100
00:18.180;ID:3;RSSI short;-100
00:18.181;ID:3;RSSI long;-98
00:18.272;ID:3;RSSI;-100
00:18.273;ID:3;RSSI short;-100
00:18.274;ID:3;RSSI long;-98
00:18.366;ID:3;RSSI;-100
00:18.367;ID:3;RSSI short;-100
00:18.368;ID:3;RSSI long;-98
00:18.459;ID:3;RSSI;-100
00:18.461;ID:3;RSSI short;-100
00:18.462;ID:3;RSSI long;-98
00:18.553;ID:3;RSSI;-100
00:18.555;ID:3;RSSI short;-100
00:18.556;ID:3;RSSI long;-98
00:18.647;ID:3;RSSI;-100
00:18.648;ID:3;RSSI short;-100
00:18.649;ID:3;RSSI long;-98
00:18.741;ID:3;RSSI;-100
00:18.742;ID:3;RSSI short;-100
00:18.743;ID:3;RSSI long;-98
00:18.834;ID:3;RSSI;-100
00:18.836;ID:3;RSSI short;-100
00:18.837;ID:3;RSSI long;-98
00:18.928;ID:3;RSSI;-100
00:18.930;ID:3;RSSI short;-100
00:18.931;ID:3;RSSI long;-98
00:19.022;ID:3;RSSI;-100
00:19.023;ID:3;RSSI short;-100
00:19.025;ID:3;RSSI long;-100
00:19.116;ID:3;RSSI;-100
00:19.117;ID:3;RSSI short;-100
00:19.118;ID:3;RSSI long;-98
00:19.209;ID:3;RSSI;-100
00:19.211;ID:3;RSSI short;-100
00:19.212;ID:3;RSSI long;-98
00:19.213;ID:3;Send;8
00:19.214;ID:3;Recieved;9
00:19.303;ID:3;RSSI;-100
00:19.305;ID:3;RSSI short;-100
00:19.306;ID:3;RSSI long;-98
00:19.397;ID:3;RSSI;-100
00:19.398;ID:3;RSSI short;-100
00:19.399;ID:3;RSSI long;-98
00:19.491;ID:3;RSSI;-100
00:19.492;ID:3;RSSI short;-100
00:19.493;ID:3;RSSI long;-99
00:19.584;ID:3;RSSI;-100
00:19.586;ID:3;RSSI short;-100
00:19.587;ID:3;RSSI long;-99
00:19.678;ID:3;RSSI;-100
00:19.680;ID:3;RSSI short;-100
00:19.681;ID:3;RSSI long;-99
00:19.772;ID:3;RSSI;-100
00:19.773;ID:3;RSSI short;-100
00:19.774;ID:3;RSSI long;-99
00:19.866;ID:3;RSSI;-100
00:19.867;ID:3;RSSI short;-100
00:19.868;ID:3;RSSI long;-99
00:19.959;ID:3;RSSI;-100
00:19.961;ID:3;RSSI short;-100
00:19.962;ID:3;RSSI long;-99
00:20.053;ID:3;RSSI;-100
00:20.055;ID:3;RSSI short;-100
00:20.056;ID:3;RSSI long;-99
00:20.147;ID:3;RSSI;-100
00:20.148;ID:3;RSSI short;-100
00:20.149;ID:3;RSSI long;-99
00:20.241;ID:3;RSSI;-100
00:20.242;ID:3;RSSI short;-100
00:20.243;ID:3;RSSI long;-99
00:20.334;ID:3;RSSI;-100
00:20.336;ID:3;RSSI short;-100
00:20.337;ID:3;RSSI long;-99
00:20.428;ID:3;RSSI;-100
00:20.430;ID:3;RSSI short;-100
00:20.431;ID:3;RSSI long;-99
00:20.522;ID:3;RSSI;-100
00:20.523;ID:3;RSSI short;-100
00:20.524;ID:3;RSSI long;-99
00:20.616;ID:3;RSSI;-100
00:20.617;ID:3;RSSI short;-100
00:20.618;ID:3;RSSI long;-99
00:20.709;ID:3;RSSI;-100
00:20.711;ID:3;RSSI short;-100
00:20.712;ID:3;RSSI long;-99
00:20.803;ID:3;RSSI;-100
00:20.805;ID:3;RSSI short;-100
00:20.806;ID:3;RSSI long;-99
00:20.897;ID:3;RSSI;-100
00:20.898;ID:3;RSSI short;-100
00:20.900;ID:3;RSSI long;-100
00:20.991;ID:3;RSSI;-100
00:20.992;ID:3;RSSI short;-100
00:20.993;ID:3;RSSI long;-101
00:21.084;ID:3;RSSI;-100
00:21.086;ID:3;RSSI short;-100
00:21.087;ID:3;RSSI long;-100
00:21.185;ID:3;RSSI;-100
00:21.186;ID:3;RSSI short;-100
00:21.187;ID:3;RSSI long;-100
00:21.209;ID:3;Send;9
00:21.210;ID:3;Recieved;10
00:21.272;ID:3;RSSI;-100
00:21.273;ID:3;RSSI short;-100
00:21.275;ID:3;RSSI long;-100
00:21.366;ID:3;RSSI;-100
00:21.367;ID:3;RSSI short;-100
00:21.368;ID:3;RSSI long;-100
00:21.459;ID:3;RSSI;-100
00:21.461;ID:3;RSSI short;-100
00:21.462;ID:3;RSSI long;-100
00:21.553;ID:3;RSSI;-100
00:21.555;ID:3;RSSI short;-100
00:21.556;ID:3;RSSI long;-100
00:21.647;ID:3;RSSI;-100
00:21.648;ID:3;RSSI short;-100
00:21.650;ID:3;RSSI long;-100
00:21.741;ID:3;RSSI;-100
00:21.742;ID:3;RSSI short;-100
00:21.743;ID:3;RSSI long;-100
00:21.834;ID:3;RSSI;-100
00:21.836;ID:3;RSSI short;-100
00:21.837;ID:3;RSSI long;-100
00:21.928;ID:3;RSSI;-100
00:21.930;ID:3;RSSI short;-100
00:21.931;ID:3;RSSI long;-100
00:22.022;ID:3;RSSI;-100
00:22.023;ID:3;RSSI short;-100
00:22.025;ID:3;RSSI long;-100
00:22.116;ID:3;RSSI;-100
00:22.117;ID:3;RSSI short;-100
00:22.118;ID:3;RSSI long;-100
00:22.209;ID:3;RSSI;-100
00:22.211;ID:3;RSSI short;-100
00:22.212;ID:3;RSSI long;-100
00:22.303;ID:3;RSSI;-100
00:22.305;ID:3;RSSI short;-100
00:22.306;ID:3;RSSI long;-100
00:22.397;ID:3;RSSI;-100
00:22.398;ID:3;RSSI short;-100
00:22.400;ID:3;RSSI long;-100
00:22.491;ID:3;RSSI;-100
00:22.492;ID:3;RSSI short;-100
00:22.493;ID:3;RSSI long;-100
00:22.584;ID:3;RSSI;-100
00:22.586;ID:3;RSSI short;-100
00:22.587;ID:3;RSSI long;-100
00:22.678;ID:3;RSSI;-100
00:22.680;ID:3;RSSI short;-100
00:22.681;ID:3;RSSI long;-100
00:22.772;ID:3;RSSI;-100
00:22.773;ID:3;RSSI short;-100
00:22.775;ID:3;RSSI long;-100
00:22.866;ID:3;RSSI;-100
