RSSI long;-90
Send;14
Recieved;29
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-80
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-89
RSSI long;-90
Send;15
Recieved;31
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-91
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
Send;16
Recieved;33
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-72
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
Send;17
Recieved;35
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-74
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-91
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
Send;18
Recieved;37
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-84
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-89
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-90
RSSI long;-89
RSSI;-91
RSSI short;-90
RSSI long;-89
RSSI;-89
RSSI short;-90
RSSI long;-89
RSSI;-89
RSSI short;-90
RSSI long;-89
RSSI;-91
RSSI short;-90
RSSI long;-89
RSSI;-91
RSSI short;-90
RSSI long;-89
Send;19
Recieved;39
RSSI;-89
RSSI short;-90
RSSI long;-89
RSSI;-90
RSSI short;-90
RSSI long;-89
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-91
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-74
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
Send;20
Recieved;41
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-89
RSSI long;-90
RSSI;-90
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-77
RSSI short;-89
RSSI long;-89
Send;21
Recieved;43
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-89
RSSI;-90
RSSI short;-89
RSSI long;-89
RSSI;-91
RSSI short;-89
RSSI long;-90
RSSI;-92
RSSI short;-89
RSSI long;-91
RSSI;-64
RSSI short;-87
RSSI long;-89
RSSI;-68
RSSI short;-83
RSSI long;-88
RSSI;-91
RSSI short;-84
RSSI long;-88
Send;22
Recieved;44
RSSI;-91
RSSI short;-84
RSSI long;-88
RSSI;-91
RSSI short;-84
RSSI long;-88
RSSI;-84
RSSI short;-84
RSSI long;-88
RSSI;-91
RSSI short;-84
RSSI long;-88
RSSI;-91
RSSI short;-84
RSSI long;-88
RSSI;-91
RSSI short;-84
RSSI long;-88
RSSI;-90
RSSI short;-83
RSSI long;-88
RSSI;-91
RSSI short;-86
RSSI long;-88
RSSI;-62
RSSI short;-87
RSSI long;-88
RSSI;-62
RSSI short;-87
RSSI long;-88
RSSI;-63
RSSI short;-84
RSSI long;-87
Send;23
Recieved;45
RSSI;-90
RSSI short;-83
RSSI long;-86
RSSI;-90
RSSI short;-81
RSSI long;-86
RSSI;-66
RSSI short;-79
RSSI long;-85
RSSI;-66
RSSI short;-77
RSSI long;-84
Jamming detected by RSSI: changed to channel 18 
Resetting RSSI values 
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-91
RSSI;-90
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-92
RSSI short;-90
RSSI long;-90
Send;24
Recieved;46
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-87
RSSI short;-90
RSSI long;-90
RSSI;-87
RSSI short;-90
RSSI long;-90
RSSI;-91
RSSI short;-90
RSSI long;-90
RSSI;-83
RSSI short;-90
RSSI long;-90
RSSI;-90
RSSI short;-90
RSSI long;-90
