RSSI long;-93
RSSI;-91
RSSI short;-91
RSSI long;-92
RSSI;-93
RSSI short;-91
RSSI long;-92
RSSI;-80
RSSI short;-91
RSSI long;-92
RSSI;-92
RSSI short;-91
RSSI long;-92
RSSI;-92
RSSI short;-91
RSSI long;-92
RSSI;-94
RSSI short;-91
RSSI long;-92
RSSI;-93
RSSI short;-91
RSSI long;-92
RSSI;-93
RSSI short;-91
RSSI long;-92
RSSI;-94
RSSI short;-91
RSSI long;-92
RSSI;-90
RSSI short;-91
RSSI long;-93
Send;4
Recieved;10
RSSI;-92
RSSI short;-91
RSSI long;-91
RSSI;-93
RSSI short;-91
RSSI long;-91
RSSI;-92
RSSI short;-91
RSSI long;-91
RSSI;-93
RSSI short;-91
RSSI long;-91
RSSI;-92
RSSI short;-91
RSSI long;-91
RSSI;-92
RSSI short;-92
RSSI long;-91
RSSI;-76
RSSI short;-91
RSSI long;-91
RSSI;-71
RSSI short;-90
RSSI long;-91
RSSI;-93
RSSI short;-90
RSSI long;-91
RSSI;-92
RSSI short;-90
RSSI long;-91
RSSI;-90
RSSI short;-90
RSSI long;-91
Send;5
Recieved;12
RSSI;-92
RSSI short;-90
RSSI long;-91
RSSI;-93
RSSI short;-90
RSSI long;-91
RSSI;-91
RSSI short;-90
RSSI long;-91
RSSI;-93
RSSI short;-90
RSSI long;-91
RSSI;-93
RSSI short;-90
RSSI long;-91
RSSI;-93
RSSI short;-90
RSSI long;-91
RSSI;-93
RSSI short;-91
RSSI long;-91
RSSI;-92
RSSI short;-90
RSSI long;-90
RSSI;-49
RSSI short;-86
RSSI long;-89
RSSI;-51
RSSI short;-84
RSSI long;-88
Send;6
Recieved;13
RSSI;-51
RSSI short;-82
RSSI long;-87
RSSI;-51
RSSI short;-79
RSSI long;-86
Jamming detected by RSSI: changed to channel 17 
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-93
RSSI short;-94
RSSI long;-94
RSSI;-83
RSSI short;-94
RSSI long;-94
Send;7
Recieved;16
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-96
RSSI;-95
RSSI short;-95
RSSI long;-94
Send;8
Recieved;18
RSSI;-73
RSSI short;-93
RSSI long;-94
RSSI;-96
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-96
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-96
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-96
RSSI short;-94
RSSI long;-94
Send;9
Recieved;20
RSSI;-96
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-94
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-96
RSSI short;-95
RSSI long;-94
RSSI;-94
RSSI short;-95
RSSI long;-94
RSSI;-96
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-94
RSSI short;-95
RSSI long;-96
RSSI;-95
RSSI short;-95
RSSI long;-94
Send;10
Recieved;22
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-93
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-96
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-95
Send;11
Recieved;23
RSSI;-95
RSSI short;-94
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-96
RSSI;-95
RSSI short;-95
RSSI long;-94
Send;12
Recieved;26
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-93
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-72
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-94
RSSI short;-93
RSSI long;-94
RSSI;-96
RSSI short;-93
RSSI long;-94
Send;13
Recieved;28
RSSI;-94
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-94
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-96
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-91
RSSI short;-94
RSSI long;-94
Send;14
Recieved;30
RSSI;-93
RSSI short;-94
RSSI long;-94
RSSI;-96
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-96
RSSI short;-94
RSSI long;-94
RSSI;-98
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-94
RSSI long;-94
Send;15
Recieved;31
RSSI;-94
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-94
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-96
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-96
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
Send;16
Recieved;34
RSSI;-94
RSSI short;-94
RSSI long;-94
RSSI;-97
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-94
RSSI long;-94
RSSI;-97
RSSI short;-95
RSSI long;-94
RSSI;-100
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
Send;17
Recieved;35
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-96
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
Send;18
Recieved;38
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
RSSI;-96
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-95
RSSI long;-95
RSSI;-95
RSSI short;-94
RSSI long;-95
RSSI;-96
RSSI short;-94
RSSI long;-95
RSSI;-95
RSSI short;-94
RSSI long;-95
RSSI;-95
RSSI short;-94
RSSI long;-95
Send;19
Recieved;40
RSSI;-95
RSSI short;-94
RSSI long;-95
RSSI;-95
RSSI short;-94
RSSI long;-95
RSSI;-95
RSSI short;-94
RSSI long;-95
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-96
RSSI short;-94
RSSI long;-96
RSSI;-96
RSSI short;-94
RSSI long;-94
RSSI;-94
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
Send;20
Recieved;42
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-93
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
Send;21
Recieved;44
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-96
RSSI short;-95
RSSI long;-94
RSSI;-96
RSSI short;-95
RSSI long;-94
RSSI;-95
RSSI short;-95
RSSI long;-94
RSSI;-43
RSSI short;-92
RSSI long;-93
RSSI;-95
RSSI short;-89
RSSI long;-92
RSSI;-43
RSSI short;-84
RSSI long;-91
RSSI;-95
RSSI short;-84
RSSI long;-91
RSSI;-96
RSSI short;-84
RSSI long;-90
RSSI;-93
RSSI short;-84
RSSI long;-90
RSSI;-94
RSSI short;-84
RSSI long;-90
Send;22
Recieved;45
RSSI;-95
RSSI short;-84
RSSI long;-90
RSSI;-95
RSSI short;-84
RSSI long;-90
RSSI;-95
RSSI short;-84
RSSI long;-90
RSSI;-95
RSSI short;-84
RSSI long;-90
RSSI;-96
RSSI short;-89
RSSI long;-90
RSSI;-43
RSSI short;-89
RSSI long;-89
RSSI;-43
RSSI short;-89
RSSI long;-87
RSSI;-42
RSSI short;-86
RSSI long;-87
RSSI;-42
RSSI short;-84
RSSI long;-86
RSSI;-42
RSSI short;-79
RSSI long;-84
RSSI;-52
RSSI short;-74
RSSI long;-82
Jamming detected by RSSI: changed to channel 18 
Send;23
Recieved;45
RSSI;-92
RSSI short;-84
RSSI long;-83
RSSI;-92
RSSI short;-83
RSSI long;-83
RSSI;-80
RSSI short;-82
RSSI long;-83
RSSI;-79
RSSI short;-82
RSSI long;-83
RSSI;-80
RSSI short;-82
RSSI long;-84
RSSI;-80
RSSI short;-83
RSSI long;-84
RSSI;-92
RSSI short;-84
RSSI long;-85
RSSI;-92
RSSI short;-85
RSSI long;-84
RSSI;-78
RSSI short;-86
RSSI long;-85
RSSI;-92
RSSI short;-86
RSSI long;-85
Send;24
Recieved;48
RSSI;-91
RSSI short;-87
RSSI long;-85
RSSI;-93
RSSI short;-87
RSSI long;-85
RSSI;-88
RSSI short;-88
RSSI long;-85
RSSI;-93
RSSI short;-89
RSSI long;-85
RSSI;-93
RSSI short;-89
RSSI long;-85
RSSI;-80
RSSI short;-88
RSSI long;-85
RSSI;-80
RSSI short;-88
RSSI long;-85
RSSI;-93
RSSI short;-88
RSSI long;-85
